bleed_rate_high	HIGH
collectable_gnome_12_purple_desc	The Gnome Formerly Known as Dwarf. Enjoys nothing like a rainy afternoon.
player_character_preset_hiphopper_variation_1_name	STYLE 1
warboard_farmlands_payback_04_desc	The military tried to take out a major machine resupply location but eventually failed. Taking it out would be a major blow for the machines.
intromission01_obj_01_3	Pick up the binoculars
equipment_subcat_sights_rifles_header	RIFLE SIGHTS
mp1050_obj_40	Harvest a red deer
playerstat_perks_shotgun	SHOTGUN
option_motionblur_name	MOTION BLUR
option_value_language_spanish	ESPAÑOL (SPANISH)
worldmission32_obj02	Find the left-behind prize
skill_02_description_13	While the Commander specialization is active, any Field Radio you deploy will have double the amount of spawns.
intromission04_obj_05	Destroy the three activated machines
location_farmlands_dyrbo_farm_storadyrbo	Stora Dyrbo
mission_wm_20_missionitem_01_content	World Mission 20 - Mission item 1 content
collectable_mixtape_04_top_fun_name	Pop och rock hits
option_action_look_up	LOOK UP
tut_harvest	Approach a downed animal to harvest it for XP, cash, and trophy score.
LongestKill	Longest Kill
player_character_part_name_handwear_03	Leather gloves
equipment_fuelcell_03_description	A large fuel storage cell, salvaged from the wreckage of a destroyed machine. They can be placed on the ground and used as an explosive when shot.
warboard_marshlands_safety_07_summary	Try to get to the mainland through the bridge.
worldmission46_obj01	Find the supply depot
location_mountain_commandbunker_uttern	"Uttern" Command Bunker
mission_im_03b_missionitem_06_content	"Hey Anita, I know what you're thinking, "Andreas never calls", but now that everyone's afraid of the Russians bombing us or whatever, he checks in... Anyway, maybe you and I should get fika sometime, once all of this calms down. Bye."
machine_scout_classb_name	SEEKER
player_character_facepaint_name_makeup_s	Makeup, scar 2
location_farmlands_boo_boowest	Boo
playerstat_section_reserve_pacific_northwest	RESERVE - PACIFIC NORTHWEST
worldmission05_info_description	Upper north, the soldiers fought for a bottleneck. Maybe there are still usable stuff there to help in the fight with the machines.  It might be worth exploring.
interface_toggle_legend	TOGGLE LEGEND
intromission01_hint_01_header	CROUCHING
mission_im_03b_missionitem_05_header	Salthamn Map
NestsCleared	Nests Cleared
location_marshlands_commandbunker_skvadern	"Skvadern" Command Bunker
worldmission36_1name	Special delivery
tut_codex_console	You can find information on animals, reserve locations, and characters in the codex. You can also view your hunting statistics and review tutorials.

Enter the codex with {GUI_PAUSE}.
player_character_part_name_shirt_06_c	Flannel shirt, off-white
player_character_part_name_pants_07_g	Punk pants, light gray/black
equipment_stats_ammo_expansion_description	A value that indicates the expansion of a projectile when it hits a target. This value is combined with the kinetic energy of a projectile upon impact to calculate the actual diameter of the wound channel.
collectable_mixtape_20_char_ingrid_desc	Ingrid och Bert / Silverbröllop
tut_scent_elim_header	SCENT ELIMINATOR
mission_wm_01_missionitem_02_header	Note found next to Old Bettan
interface_back	BACK
ach_053_name	Tunnel Rat
equipment_sight_acog_01_description	The Advanced Combat Optical Gunsight (ACOG) is used for short-to-medium range targeting, offering 2x magnification. It is a standard, all-purpose sight for military forces around the world.
equipment_stats_weapon_accuracy_description	The amount of base wobble generated by a weapon when used in aim mode.
warboard_mountains_payback_07_4obj_02	Destroy the devices
option_pad_acceleration_desc_xb1	Acceleration causes the camera to rotate faster the longer the right stick is held.
inventory_assign_to_slot	ASSIGN TO SLOT
worldmission11_info_summary	A group of fishermen refused to be evacuated to the shelters.
player_character_part_name_hair_04_d	Teased, red
in_game_menu_crafting	KRAFTLING
option_action_scoreboard	SCOREBOARD
warboard_mountains_safety_03_summary	Destroy the jamming device
option_pad_layout_name	LAYOUT PRESET
equipment_boombox_lure_name	Boombox
intromission01_obj_01_4	Pick up the flashlight
tut_codex_stances	It is always important to take your stance into consideration. There are three stances: standing, crouching, and prone.

Use {JUMP} to stand, {CROUCH} to crouch, and {PRONE} to go prone. 

Crouching and going prone will make you less visible to machines.
warboard_gotland_safety_05obj_02.1	Destroy the jammer
tut_vision_spook	An animal has seen you. Lower your movement speed, and stance while using foliage or other objects to stay hidden.

The visibility meter in the lower righthand corner indicates how exposed you are.
player_character_sub_category_name_hair_06	Metalhead
mainmenu_continue	CONTINUE
equipment_silencer_01_description	A standard muzzle attachment that will make your shots significantly quieter.
player_character_part_name_face_01_d	Hoops, green
worldmission13_obj02	Take down all the machines
skill_01_description_07	Provides a decrease to the amount of weapon sway when aiming.

Level 1: -15% weapon sway

Level 2: -30% weapon sway

Level 3: -45% weapon sway
inventory_weapons_title	WEAPONS
location_southcoast_hisinganaset_villa_solhojden	Villa Solhöjden
interface_attach	ATTACH
equipment_smoke_grenade_01_name	Smoke Grenade
collectable_category_souvenirs	Dalahästar
tut_lookout_points_header	LOOKOUT POINTS
player_character_part_name_shirt_02	Tucked collared shirt
social_popup_no_user_msg	social_popup_no_user_msg
emote_thumbs_down_name	[TEMP] Emote Thumbs Down
interface_kick	KICK
ach_075_description	Kill an enemy while wearing facepaint and a headband.
playerstat_accuracy_handguns	Handguns
interface_who_can_join_header	WHO CAN JOIN
ammo_556_ap_name_short	5.56mm AP
player_character_part_name_hat_04_g	Cap forward, red/black
attachment_muzzle_compensator_smg_01_description	A compensator attachment that fits all submachine guns. Attaching this mod will reduce the recoil of the weapon.
skill_02_description_02	Provides an increase to the distance you can throw throwable items.

Level 1: +15% throwing distance

Level 2: +30% Throwing distance
worldmission22b_3info_description	A farmer trapped what he describes as "a metal alien invader" in his barn. Unfortunately for him, he also held his supplies there. Might be worth checking it out.
worldmission_gc_zattachment_01_title	Salthamn Map
presence_region_forestcity	In the Mountains Region
intromission03_obj_02b	Search the shelter for clues to where everyone is
mission_wm_13_missionitem_02_content	This note was left on the fridge by Fredrik for his brother:
"Olle,
You win - I'll go to Veronika's to get your boxes for you on my way back to the base. I won't have time to drop off your stuff here, so you'll get them on my next leave, hopefully next week.
Until then, please go check in on Mom, keep things tidy and UNPACK YOUR DAMN BOXES. It's been 7 months and it's driving me nuts!!
F."
key_doorkey_sm_04_name	Key
tobii_clean_ui_name	CLEAN UI
mp1060_obj_10	Hit an animal in the heart
equipment_optics_rangefinder_name	Venture 5x30 Rangefinder
equipment_ingredient_tape_name_short	Tape
missions_tracked	TRACKED
mission_wm_30_missionitem_02_content	World Mission 30 - Mission item 2 content
skill_04_description_05	Increases the amount of damage done to enemy organs.

Level 1: +10% damage

Level 2: +20% damage

inventory_item_rifle	RIFLE
option_pad_acceleration_desc_ps4	Acceleration causes the camera to rotate faster the longer the right stick is held.
ach_045_description	Loot 80 items.
equipment_sight_handgun_scope_name_short	2-4x 20
mission_wm_27a_missionitem_02_content	World Mission 27a - Mission item 2 content
equipment_sight_ba_rifle_243_illuminated_iron_name_short	243 Iron
equipment_ingredient_aerosol_description	A can of compressed air, explosive if detonated, or useful for launching things.
player_character_preset_desc_nerd	NERD
interface_closeserver	CLOSE SERVER
mp1000_desc	Be the first to harvest 3 fallow deer
codex_hunting_log_history	HISTORY
wpn_shotgun_semi_12ga_01_name	Sjöqvist Semi-Auto
leaderboard_animal_placing	PLACING
tut_codex_cash	Cash is a currency that is used to buy weapons and equipment. You can earn cash by harvesting animals or completing missions and challenges. 
option_pad_vibration_desc_xb1	Turn wireless controller vibration on or off.
warboard_forestcity_answers_03obj_01	Search for the phone booth
player_character_part_name_pants_04	Denim pants
poi_title_location_military_base	Military base
player_character_part_name_pants_10_c	Tucked jeans, black
popup_header_connection_lost_live_xb1	Connection Lost
warboard_forestcity_04_obj_01_3	Use the IFF keys to enter the bunker
mission_wm_24_missionitem_01_header	World Mission 24 - Mission item 1 header
option_mission_mute_desc	Muting voiceover will still allow new missions to be received, but mission characters will not speak to you through your Huntermate.
player_character_sub_category_name_jacket_10	Military jacket
mpmenu_visibility_friends	PRIVATE
mpmenu_numplayers	PLAYERS
wpn_handgun_revolver_44m_01_name	.44 Magnus
mission_wm_28_missionitem_01_content	Hand-written note with a doodled map 
ach_036_name	Vasaloppet
subregion_archipelago_iboholmen	Iboholmen
warboard_forestcity_answers_05_desc	A facility in the East is working on a top-secret power source. Could this be related to the machines?
warboard_mountains_answers_04bobj_01	Follow the rails to find the delivery location
tut_track_droppings	Animal droppings indicate how recent the current track is. They also reveal the distance between the track and the animal.

A recent track means the animal is nearby, and that you should proceed with caution.
ammo_50_fmj_description	A NATO standard ammunition caliber, used in long-range sniper rifles. The full metal jacket round offers standard armor penetration and hardpoint damage.
warboard_mountains_payback_07_2summary	Destroy the resupply station
key_pc_numpad_multiply	NUMPAD MULTIPLY
popup_no_profile_xb1	You must be signed in with a profile to play.
signtranslation_posten	POST OFFICE
worldmission18_obj04	Loot the cargo
worldmission18_obj02	Clear the area of enemies
player_character_part_name_hair_12_b	Feathered short, brown
tut_codex_needzones_header	NEED ZONES
worldmission07_obj02	Take the stashed emergency supplies
wpn_submach_9mm_01_description	The most widely used submachine gun in the world. 9mm. High rate of fire, but low damage.
intromission02_obj_01	Investigate the church
option_tessellation_name	TERRAIN DETAIL TESSELLATION
player_character_part_name_handwear_03_a	Driver's gloves, black
warboard_forestcity_answers_sd_summary	Investigate von Ulmer's house, Kungsgården, to find some answers.
option_fog_name	VOLUME FOG QUALITY
tobii_dynamic_lighting_description	Use eye tracking to get a more dynamic light exposure
option_value_language_english	ENGLISH
worldmission12_info_summary	Machines are trapped inside a storage facility at Småbåthamnen. They should be taken care of before they get out.
warboard_southcoast_answers4_02_obj_04	Find the key to Veronika's study
worldmission38_obj01	Go to the coastal gathering
popup_profile_signout_psn_ps4	You have been signed out from PlayStation™Network.
ammo_12ga_slug_name_short	12ga Slug
equipment_ingredient_bleach_name_short	Bleach
player_character_part_name_handwear_04_d	Knitted gloves, green
avalance_account_create_temporary_header	Create temporary Account
create_account	Create Account
player_character_part_name_pants_07_f	Punk pants, yellow
tut_look_xb1	Look around using the right stick.
ach_057_description	Collect a level 5 item.
ammo_launcher_explosive_description	A basic high-explosive round useful against both soft and armored targets.
